Número de orden;cliente_hash;Fecha;Estado de la orden;Estado del pago;Estado del envío;Moneda;Subtotal de productos;Descuento;Costo de envío;Total;Provincia o estado;País;Medio de envío;Medio de pago;Cupón de descuento;Fecha de pago;Fecha de envío;Nombre del producto;Precio del producto;Cantidad del producto;SKU;Canal;Identificador de la orden;Producto Físico;Sucursal de venta;Fecha y hora de cancelación;Motivo de cancelación;Orden editada;Saldo a cobrar / reembolsar;Reembolso;Costo de procesamiento;Cantidad de cuotas;Interés por cuotas;Impuestos;Devolución de cargos;Total neto;Forma de pago;Dinero disponible para retirar a partir de;Estado del contracargo;Fecha de reembolso;Fecha de vencimiento del pago;Venta original
6132;b1c281d6f3;19/05/2026 20:48:40;Archivada;Recibido;Entregado;ARS;720000;360000.00;0;360000;;Argentina;Retirado en Punto de Venta;Transferencia o depósito;POS-ORDER-1779234490076;19/05/2026;19/05/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;3;850056827119;Punto de venta;1974939770;Sí;Beauty House;;;No;;;;;;;;;Transferencia o depósito;;;;19/05/2026 20:48:42;
6132;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
6132;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);30000;4;;;;Sí;;;;;;;;;;;;;;;;;;
6132;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;12;;;;Sí;;;;;;;;;;;;;;;;;;
6132;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6132;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6132;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - ICONIC VOLUME (10PARES);36000;1;850056827041;;;Sí;;;;;;;;;;;;;;;;;;
6131;7a89af52f4;19/05/2026 13:32:20;Archivada;Recibido;Entregado;ARS;66600;0.00;11035;77635;Neuquén;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Mercado Pago;;19/05/2026;26/05/2026;SHOOW TOOLS - CLARA BOW (BLACK);18000;1;;Móvil;1974541639;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
6131;7a89af52f4;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);21600;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
6131;7a89af52f4;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6131;7a89af52f4;;;;;;;;;;;;;;;;;SHOOW TOOLS - The triangle powder puff duo;9000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6130;47dbfaa18a;19/05/2026 12:10:04;Archivada;Recibido;Enviado;ARS;162000;0.00;0;162000;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;19/05/2026;20/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));18000;4;;Móvil;1974559698;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6130;47dbfaa18a;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));18000;4;;;;Sí;;;;;;;;;;;;;;;;;;
6130;47dbfaa18a;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6129;f8dc8c87ff;18/05/2026 21:16:52;Archivada;Recibido;Listo para enviar;ARS;106400;0.00;0;106400;Capital Federal;Argentina;Beauty House;Mercado Pago;;18/05/2026;;SHOOW TOOLS - SOFT & SHORT (10PAIRS);21600;1;850056827010;Móvil;1971121710;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6129;f8dc8c87ff;;;;;;;;;;;;;;;;;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);21600;1;850056827003;;;Sí;;;;;;;;;;;;;;;;;;
6129;f8dc8c87ff;;;;;;;;;;;;;;;;;SHOOW TOOLS - ICONIC VOLUME (10PARES);21600;2;850056827041;;;Sí;;;;;;;;;;;;;;;;;;
6129;f8dc8c87ff;;;;;;;;;;;;;;;;;"BH - PESTAÑAS ""SOCIAL DRAG VIBE"" (20 PARES)";20000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6128;cc82cafd50;18/05/2026 18:33:58;Archivada;Recibido;Enviado;ARS;73000.08;10000.00;4000;67000.08;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;18/05/2026;20/05/2026;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;Móvil;1966772192;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
6128;cc82cafd50;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;;;Sí;;;;;;;;;;;;;;;;;;
6128;cc82cafd50;;;;;;;;;;;;;;;;;AOA STUDIO - DELINEADOR EN PLUMON (Marrón);18000.08;1;100000109601;;;Sí;;;;;;;;;;;;;;;;;;
6128;cc82cafd50;;;;;;;;;;;;;;;;;Kleancolor - High definition matte setting loose powder (Light);25000;1;841265108809;;;Sí;;;;;;;;;;;;;;;;;;
6128;cc82cafd50;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (soft pink);10000;1;082353010417;;;Sí;;;;;;;;;;;;;;;;;;
6127;5292992d9f;18/05/2026 17:49:26;Archivada;Recibido;Entregado;ARS;600000;360000.00;0;240000;;Argentina;Retirado en Punto de Venta;Transferencia o depósito;POS-ORDER-1779137349201;19/05/2026;20/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;15;;Punto de venta;1973969016;Sí;Beauty House;;;No;;;;;;;;;Transferencia o depósito;;;;;
6127;5292992d9f;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;5;;;;Sí;;;;;;;;;;;;;;;;;;
6126;b1c281d6f3;18/05/2026 17:46:30;Cancelada;Recibido;No está empaquetado;ARS;351000;0.00;0;351000;;Argentina;Retirado en Punto de Venta;A convenir;;19/05/2026;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);21600;3;;Punto de venta;1973967014;Sí;Beauty House;19/05/2026 20:48:28;El cliente cambió de idea;No;;;;;;;;;;;;;;
6126;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);21600;1;;;;Sí;;;;;;;;;;;;;;;;;;
6126;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (CLUSTER);13500;4;;;;Sí;;;;;;;;;;;;;;;;;;
6126;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (PESTAÑAS CLUSTER);13500;12;;;;Sí;;;;;;;;;;;;;;;;;;
6126;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (CLUSTER);13500;1;;;;Sí;;;;;;;;;;;;;;;;;;
6126;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (CLUSTER);13500;1;;;;Sí;;;;;;;;;;;;;;;;;;
6126;b1c281d6f3;;;;;;;;;;;;;;;;;SHOOW TOOLS - ICONIC VOLUME (10PARES);21600;1;;;;Sí;;;;;;;;;;;;;;;;;;
6122;35e671db47;18/05/2026 14:51:15;Archivada;Recibido;Entregado;ARS;60000;24000.00;0;36000;;Argentina;Retirado en Punto de Venta;LINK DE PAGO 3 CUOTAS;POS-ORDER-1779126660490;18/05/2026;18/05/2026;SHOOW TOOLS - Elizabeth Taylor (BLACK);30000;1;;Punto de venta;1973838722;Sí;Beauty House;;;No;;;;;;;;;A convenir;;;;;
6122;35e671db47;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6121;f89d2a1709;18/05/2026 09:20:49;Archivada;Recibido;Enviado;ARS;156600;0.00;0;156600;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;18/05/2026;20/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);18000;1;;Web;1973229810;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6121;f89d2a1709;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6121;f89d2a1709;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);21600;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
6121;f89d2a1709;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);18000;2;;;;Sí;;;;;;;;;;;;;;;;;;
6121;f89d2a1709;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6121;f89d2a1709;;;;;;;;;;;;;;;;;Elf cosmetics - Embellished 9-Piece Brush Set;45000;1;609332709874;;;Sí;;;;;;;;;;;;;;;;;;
6119;417a2d2320;17/05/2026 23:44:47;Archivada;Recibido;Entregado;ARS;36000;0.00;0;36000;Capital Federal;Argentina;MANDO A RETIRAR ;Pago Nube;;17/05/2026;27/05/2026;SHOOW TOOLS - CLARA BOW (BLACK);18000;1;;Móvil;1973425166;Sí;;;;No;;;2629.29;1;;900.00;;32470.71;Tarjeta de crédito;17/05/2026 23:44:49;;;;
6119;417a2d2320;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6118;a27be448ca;17/05/2026 21:26:42;Archivada;Recibido;Enviado;ARS;72000;0.00;7000;79000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;17/05/2026;20/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));18000;2;;Móvil;1934250888;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6118;a27be448ca;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6118;a27be448ca;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6117;1bf66e249b;17/05/2026 19:21:28;Archivada;Recibido;Entregado;ARS;38000;0.00;9708;47708;Santa Fe;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Transferencia;;18/05/2026;02/06/2026;"BH - PESTAÑAS "" SOCIAL MEDIA TRENDY"" (20 PARES)";20000;1;7865432198767;Móvil;1973174081;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6117;1bf66e249b;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6116;1750748a5c;17/05/2026 15:53:36;Archivada;Recibido;Entregado;ARS;36000;10000.00;0;26000;Capital Federal;Argentina;Beauty House;Transferencia;;18/05/2026;26/05/2026;SHOOW TOOLS - (MINI) TRIANGLE POWDER PUFF;6000;1;;Móvil;1945599558;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6116;1750748a5c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;;;Sí;;;;;;;;;;;;;;;;;;
6116;1750748a5c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot cocoa);10000;1;082353010608;;;Sí;;;;;;;;;;;;;;;;;;
6116;1750748a5c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot red);10000;1;082353010479;;;Sí;;;;;;;;;;;;;;;;;;
6115;6a2c74e87f;16/05/2026 18:30:06;Archivada;Recibido;Enviado;ARS;108000;0.00;7000;115000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;16/05/2026;20/05/2026;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));18000;3;;Móvil;1972329938;Sí;;;;No;;;8399.14;1;;;;106600.86;Tarjeta de crédito;16/05/2026 18:30:08;;;;
6115;6a2c74e87f;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));18000;3;;;;Sí;;;;;;;;;;;;;;;;;;
6114;a2077a5a36;16/05/2026 11:37:29;Archivada;Recibido;Entregado;ARS;312000;124800.00;0;187200;Gran Buenos Aires;Argentina;MANDO A RETIRAR ;Efectivo (Billete);;18/05/2026;18/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;2;;Web;1968385962;Sí;;;;No;;;;;;;;;Efectivo;;;;;
6114;a2077a5a36;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;2;;;;Sí;;;;;;;;;;;;;;;;;;
6114;a2077a5a36;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);30000;2;;;;Sí;;;;;;;;;;;;;;;;;;
6114;a2077a5a36;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;2;;;;Sí;;;;;;;;;;;;;;;;;;
6114;a2077a5a36;;;;;;;;;;;;;;;;;SHOOW TOOLS - ICONIC VOLUME (10PARES);36000;1;850056827041;;;Sí;;;;;;;;;;;;;;;;;;
6114;a2077a5a36;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
6114;a2077a5a36;;;;;;;;;;;;;;;;;PESTAÑAS 10 PAR;0;1;;;;Sí;;;;;;;;;;;;;;;;;;
6112;6ea862add3;15/05/2026 11:42:50;Archivada;Recibido;Enviado;ARS;68000;0.00;0;68000;Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;ENVIOHOT;15/05/2026;18/05/2026;SHOOW TOOLS - MANIQUI DE SILICONA PARA MAQUILLAJES (Grises);19000;2;888877776666;Web;1971185340;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6112;6ea862add3;;;;;;;;;;;;;;;;;AOA STUDIO - BLUSH EN CREMA (Charm);15000;1;100000090633;;;Sí;;;;;;;;;;;;;;;;;;
6112;6ea862add3;;;;;;;;;;;;;;;;;AOA STUDIO - BLUSH EN CREMA (Passion);15000;1;100000090572;;;Sí;;;;;;;;;;;;;;;;;;
6111;7f4718a3fe;14/05/2026 18:51:25;Archivada;Recibido;Enviado;ARS;36000;0.00;7000;43000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;14/05/2026;18/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));18000;2;;Móvil;1970638620;Sí;;;;No;;;3140.54;1;;;;39859.46;Tarjeta de crédito;14/05/2026 18:51:28;;;;
6110;4e33ab3499;14/05/2026 14:06:48;Archivada;Recibido;Entregado;ARS;69000.02;0.00;0;69000.02;Gran Buenos Aires;Argentina;MANDO A RETIRAR ;Mercado Pago;;14/05/2026;14/05/2026;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));18000;1;;Móvil;1949851515;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6110;4e33ab3499;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6110;4e33ab3499;;;;;;;;;;;;;;;;;MOONSHINE POMPÓN - ILUMINADOR CORPORAL;15000.02;1;;;;Sí;;;;;;;;;;;;;;;;;;
6110;4e33ab3499;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6110;4e33ab3499;;;;;;;;;;;;;;;;;PESTAÑAS 1 PAR;0;1;;;;Sí;;;;;;;;;;;;;;;;;;
6109;84848b4475;14/05/2026 13:52:00;Archivada;Recibido;Entregado;ARS;88400.12;0.00;5162;93562.12;Gran Buenos Aires;Argentina;Punto de retiro;Pago Nube;;14/05/2026;19/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));18000;1;;Móvil;1931083851;Sí;;;;No;;;6833.40;1;;;;86728.72;Tarjeta de crédito;14/05/2026 13:52:02;;;;
6109;84848b4475;;;;;;;;;;;;;;;;;MUÑEQUERA MAGNETICA PARA HORQUILLAS;20000.12;1;27R934V0024423860;;;Sí;;;;;;;;;;;;;;;;;;
6109;84848b4475;;;;;;;;;;;;;;;;;SHOOW TOOLS - KIT DE RETOQUE;10800;1;850056827249;;;Sí;;;;;;;;;;;;;;;;;;
6109;84848b4475;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6109;84848b4475;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);21600;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
6109;84848b4475;;;;;;;;;;;;;;;;;PESTAÑAS 1 PAR;0;1;;;;Sí;;;;;;;;;;;;;;;;;;
6108;ad53ec0539;14/05/2026 13:35:16;Archivada;Recibido;Entregado;ARS;36000;0.00;0;36000;Gran Buenos Aires;Argentina;MANDO A RETIRAR ;Pago Nube;;14/05/2026;14/05/2026;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));18000;1;;Móvil;1960053052;Sí;;;;No;;;2629.29;1;;;;33370.71;Tarjeta de crédito;14/05/2026 13:35:20;;;;
6108;ad53ec0539;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6107;5ba1938a8f;14/05/2026 12:52:25;Archivada;Recibido;Enviado;ARS;45000;0.00;7000;52000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;14/05/2026;18/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));18000;1;;Móvil;1970345305;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
6107;5ba1938a8f;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6107;5ba1938a8f;;;;;;;;;;;;;;;;;SHOOW TOOLS - Triangle powder puff (3 units);9000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6106;89d3395f7b;14/05/2026 12:45:09;Archivada;Recibido;Entregado;ARS;82800;0.00;5823;88623;Córdoba;Argentina;Punto de retiro;Mercado Pago;;14/05/2026;22/05/2026;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));18000;1;;Móvil;1970349407;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6106;89d3395f7b;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);21600;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
6106;89d3395f7b;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFTLY BEAUTIFUL (10PAIRS);21600;1;850056827065;;;Sí;;;;;;;;;;;;;;;;;;
6106;89d3395f7b;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);21600;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
6106;89d3395f7b;;;;;;;;;;;;;;;;;ITALIA DELUXE - LIP LINER (1UNID) (TONO - NATURAL);0;1;;;;Sí;;;;;;;;;;;;;;;;;;
6105;511fc18120;14/05/2026 12:24:58;Archivada;Recibido;Entregado;ARS;64800;0.00;9094;73894;San Juan;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Mercado Pago;;14/05/2026;19/05/2026;SHOOW TOOLS - FOXY #1 (10PAIRS);21600;2;850056827089;Móvil;1970328509;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6105;511fc18120;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);21600;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
6104;f970f2c15b;13/05/2026 23:56:15;Archivada;Recibido;Enviado;ARS;61200.1;0.00;4000;65200.1;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;13/05/2026;18/05/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);21600;1;850056827119;Web;1969980987;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6104;f970f2c15b;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6104;f970f2c15b;;;;;;;;;;;;;;;;;SHOOW TOOLS - MINI LIP CONTAINER (5 unid);10800.05;2;;;;Sí;;;;;;;;;;;;;;;;;;
6104;f970f2c15b;;;;;;;;;;;;;;;;;PESTAÑAS 1 PAR;0;1;;;;Sí;;;;;;;;;;;;;;;;;;
6103;750838b312;13/05/2026 17:11:45;Archivada;Recibido;Entregado;ARS;20000;0.00;4826;24826;Gran Buenos Aires;Argentina;Punto de retiro;Mercado Pago;;13/05/2026;21/05/2026;Elf cosmetics - Camo Color Corrector (orange);20000;1;609332848597;Web;1969560197;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
6102;f3b24a6df7;13/05/2026 16:46:34;Archivada;Recibido;Enviado;ARS;30000;10000.00;4000;24000;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;13/05/2026;13/05/2026;Italia deluxe - Delineadores de labios (Hazelnut);10000;2;082353010646;Web;1962246204;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6102;f3b24a6df7;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (rich red);10000;1;082353010530;;;Sí;;;;;;;;;;;;;;;;;;
6101;e7c0bd6431;13/05/2026 15:52:51;Archivada;Recibido;Enviado;ARS;66000;19800.00;4000;50200;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;13/05/2026;13/05/2026;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;Móvil;1969505098;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6101;e7c0bd6431;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6100;30f1b1096c;13/05/2026 13:14:22;Archivada;Recibido;Entregado;ARS;147000;145530.00;0;1470;;Argentina;Retirado en Punto de Venta;Otro;POS-ORDER-1778688850940;13/05/2026;13/05/2026;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;Punto de venta;1969366530;Sí;Beauty House;;;No;;;;;;;;;A convenir;;;;;
6100;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFT & SHORT (1 PAIR);12000;1;850056827133;;;Sí;;;;;;;;;;;;;;;;;;
6100;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (1 PAIR);12000;1;850056827232;;;Sí;;;;;;;;;;;;;;;;;;
6100;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - ICONIC VOLUME (1 PAIR);12000;1;850056827164;;;Sí;;;;;;;;;;;;;;;;;;
6100;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6100;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - Triangle powder puff (3 units);15000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6100;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6099;30f1b1096c;13/05/2026 13:11:18;Archivada;Recibido;Entregado;ARS;216001;213840.99;0;2160.01;;Argentina;Retirado en Punto de Venta;Efectivo;POS-ORDER-1778688622873;13/05/2026;13/05/2026;SHOOW TOOLS - ICONIC VOLUME (10PARES);36000;1;850056827041;Punto de venta;1969363721;Sí;Beauty House;;;No;;;;;;;;;Efectivo;;;;;
6099;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6099;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6099;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6099;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6099;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - Elizabeth Taylor (BLACK);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6099;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6099;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - WET N WILD;1;1;;;;Sí;;;;;;;;;;;;;;;;;;
